
OVERALL TURBINE PERFORMANCE
============================================================
Blade-jet speed ratio     0.3962
Pitchline loading         3.1527
Total-Total PR            4.9704
Total-Static PR           5.6019
Energy Extraction           402.6880
Corrected Speed           32.5748
Flow function           0.9511

STAGE PERFORMANCE
====================================================================================================
Stage  Location     Alpha1    Alpha2     Beta2     Beta3    Alpha3      Phi       Psi    Reaction
    1       Hub      -2.39      78.08     -77.04     -77.26     -38.20    0.3297    0.8282      0.3583
    1      Mean      -3.88      72.47      44.21     -66.36     -16.31    0.6261    1.6465      0.4253
    1       Tip      -5.43      79.36     -83.12     -51.26      24.16    0.4688    0.3283      0.4669
    2       Hub     -53.89      73.33      -1.64     -69.73     -22.59    0.4447    1.3810      0.3991
    2      Mean     -20.04      64.32     -10.53     -59.85      -0.63    0.6939    1.1643      0.4588
    2       Tip      26.36      70.09     -50.76     -55.34      12.40    0.6493    0.8302      0.5255


Span station K = 37

  J       %dVm        Vx(m/s)      Vtheta(m/s)    Vr(m/s)       Pstat(Pa)       Tstat(K)    Mrel      Mabs        T0(K)       Vm(m/s)     Swirl(deg)   Pitch(deg)  Density(kg/m3)     mdot(kg/s)
 370    330.655      224.370         340.349      -23.990        79057.9          503.5    0.6493    0.9635      594.55      226.708       -9.355       -4.100     0.53991     0.00000
 371    333.848      225.458         349.695      -26.416        78372.9          497.2    0.6816    1.0043      594.15      228.389       -8.371       -4.417     0.53923     0.00000
 372    322.925      219.437         355.602      -26.643        77238.7          484.6    0.7283    1.0821      582.91      222.639       -6.794       -4.715     0.54350     0.00000
 373    313.603      214.677         358.880      -25.450        76116.0          475.9    0.7548    1.1333      574.71      217.731       -5.565       -4.770     0.54603     0.00000
 374    312.651      214.040         357.233      -25.741        75063.0          470.2    0.7566    1.1381      568.31      217.230       -5.182       -4.945     0.54222     0.00000
 375    321.944      218.841         355.399      -26.493        74082.6          472.1    0.7093    1.0620      570.51      222.122       -5.287       -5.119     0.53314     0.00000
 376    338.188      227.737         358.861      -25.296        72925.2          468.4    0.7388    1.0853      570.82      230.673       -5.343       -4.965     0.52548     0.00000
 377    352.985      235.455         361.648      -22.778        72192.2          467.1    0.7695    1.1073      573.88      238.463       -5.519       -4.554     0.51912     0.00000
 378    355.888      236.525         358.649      -21.940        71975.3          471.5    0.7607    1.0856      576.99      239.991       -5.702       -4.410     0.51481     0.00000
 379    365.270      241.338         355.840      -23.233        71248.4          472.3    0.7695    1.0811      578.32      244.930       -6.195       -4.405     0.50868     0.00000
 380    376.336      247.575         353.386      -22.161        70551.7          471.4    0.7858    1.0859      578.50      250.756       -6.804       -4.152     0.50388     0.00000
 381    382.899      251.225         344.116      -20.478        69870.6          470.8    0.7824    1.0686      573.67      254.210       -7.639       -3.932     0.49956     0.00000
 382    398.040      258.764         340.161      -17.640        68844.8          468.9    0.8057    1.0804      573.25      262.181       -8.340       -3.587     0.49264     0.00000
 383    413.068      265.918         339.873      -14.294        67995.0          467.4    0.8354    1.1019      575.63      270.092       -8.806       -3.263     0.48668     0.00000
 384    418.626      268.256         335.314      -11.486        67409.9          464.7    0.8546    1.1155      572.02      273.018       -9.361       -2.863     0.48432     0.00000
 385    425.913      272.136         330.142       -9.883        66803.9          462.2    0.8610    1.1105      568.63      276.854       -9.995       -2.571     0.48231     0.00000
 386    433.639      276.712         324.794      -10.565        66135.1          461.4    0.8647    1.1012      567.14      280.921      -10.645       -2.604     0.47898     0.00000
 387    439.456      280.044         317.798      -11.923        65334.6          459.6    0.8753    1.1011      563.84      283.983      -11.558       -2.717     0.47496     0.00000
 388    438.300      279.679         309.772      -13.034        64675.3          457.0    0.8732    1.0895      557.82      283.375      -12.458       -2.781     0.47239     0.00000
 389    436.537      279.941         296.872      -15.762        64187.0          458.4    0.8485    1.0445      553.46      282.447      -13.804       -2.897     0.46989     0.00000
 390    439.187      281.942         288.139      -19.071        63431.1          458.0    0.8479    1.0278      550.83      283.842      -14.955       -3.217     0.46587     0.00000
 391    443.501      283.905         284.554      -19.667        62452.6          454.1    0.8680    1.0406      547.59      286.113      -15.659       -3.348     0.46112     0.00000
 392    440.085      282.042         276.781      -17.835        61917.6          452.2    0.8720    1.0330      543.74      284.314      -16.983       -2.995     0.45903     0.00000
 393    432.943      278.533         267.485      -17.972        62076.1          452.8    0.8635    1.0102      540.74      280.555      -18.482       -2.833     0.46085     0.00000
 394    432.649      278.306         257.465      -21.426        61577.5          452.6    0.8607    0.9897      537.06      280.400      -19.771       -3.185     0.45846     0.00000
 395    440.057      281.734         248.267      -25.711        60813.8          454.4    0.8636    0.9701      537.21      284.300      -21.063       -3.571     0.45271     0.00000
 396    454.849      289.017         240.211      -29.822        60551.2          457.2    0.8781    0.9630      540.47      292.087      -22.104       -3.785     0.45005     0.00000
 397    469.926      297.402         232.373      -28.338        60585.2          459.6    0.8892    0.9544      542.81      300.024      -22.765       -3.511     0.45098     0.00000
 398    472.859      300.089         226.239      -21.624        61193.3          460.6    0.8904    0.9425      541.70      301.568      -23.232       -2.910     0.45737     0.00000
 399    474.312      301.353         219.139      -17.885        61765.4          461.2    0.8914    0.9302      539.95      302.333      -23.874       -2.581     0.46306     0.00000
 400    475.828      302.332         211.594      -16.134        61709.1          460.5    0.8960    0.9207      537.27      303.131      -24.656       -2.359     0.46412     0.00000
 401    476.166      302.542         203.828      -14.825        61717.5          460.1    0.8999    0.9102      534.80      303.309      -25.470       -2.152     0.46502     0.00000
 402    474.586      301.772         196.190      -13.982        61743.8          459.8    0.9013    0.8981      532.11      302.477      -26.292       -2.026     0.46604     0.00000
 403    472.404      300.713         188.353      -12.875        61837.8          459.7    0.9020    0.8851      529.62      301.328      -27.207       -1.889     0.46724     0.00000
 404    471.877      300.510         180.492      -11.569        61533.0          458.9    0.9057    0.8748      526.94      301.051      -28.159       -1.708     0.46588     0.00000
 405    467.443      298.258         172.549      -10.067        61567.7          458.8    0.9045    0.8594      524.22      298.716      -29.236       -1.527     0.46655     0.00000
 406    464.185      296.611         164.420       -8.909        61535.3          458.7    0.9048    0.8449      521.67      297.001      -30.305       -1.403     0.46670     0.00000
 407    463.299      296.204         156.493       -7.582        61104.3          457.9    0.9090    0.8343      519.05      296.535      -31.331       -1.209     0.46437     0.00000
 408    458.179      293.572         148.640       -5.908        61028.9          457.8    0.9082    0.8188      516.39      293.840      -32.440       -0.973     0.46418     0.00000
 409    454.219      291.524         140.271       -4.681        60938.0          457.6    0.9094    0.8045      513.91      291.755      -33.566       -0.815     0.46383     0.00000
 410    452.912      290.847         132.560       -3.754        60394.2          456.7    0.9148    0.7951      511.37      291.067      -34.565       -0.675     0.46069     0.00000
 411    446.735      287.599         125.236       -2.926        60383.1          456.8    0.9136    0.7800      509.13      287.815      -35.654       -0.565     0.46064     0.00000
 412    442.555      285.415         118.274       -1.686        60232.8          456.6    0.9149    0.7681      507.05      285.615      -36.619       -0.387     0.45978     0.00000
 413    439.747      283.973         111.550       -0.199        59817.9          456.0    0.9186    0.7587      504.90      284.137      -37.518       -0.148     0.45729     0.00000
 414    437.894      283.002         104.165        1.683        59270.5          455.4    0.9242    0.7499      502.84      283.161      -38.463        0.211     0.45373     0.00000
 415    424.867      276.065          95.927        5.057        59144.8          455.4    0.9195    0.7267      499.83      276.303      -40.021        0.909     0.45274     0.00000
 416    403.573      264.790          88.008        6.866        59932.4          457.0    0.9052    0.6927      497.38      265.094      -41.942        1.347     0.45719     0.00000
 417    390.010      257.741          80.992        6.100        60288.1          457.8    0.8989    0.6693      495.39      257.954      -43.445        1.231     0.45911     0.00000
 418    380.152      252.647          74.305        4.491        60465.5          458.6    0.8963    0.6510      494.03      252.765      -44.707        0.891     0.45963     0.00000
 419    372.314      248.563          67.870        3.166        60170.1          458.7    0.8962    0.6359      492.31      248.638      -45.854        0.625     0.45723     0.00000
 420    360.456      242.335          63.021        2.880        60081.1          459.2    0.8905    0.6166      490.64      242.396      -47.103        0.612     0.45607     0.00000
 421    346.779      235.147          59.508        2.634        60437.1          460.2    0.8805    0.5958      489.36      235.196      -48.305        0.588     0.45783     0.00000
 422    333.439      228.130          57.267        2.047        60799.9          461.2    0.8692    0.5761      488.44      228.174      -49.381        0.509     0.45951     0.00000
 423    318.053      220.041          56.760        1.107        61339.0          462.5    0.8539    0.5556      487.78      220.074      -50.423        0.266     0.46224     0.00000
 424    294.600      207.697          57.483        1.465        62515.5          463.9    0.8373    0.5358      487.57      207.728      -51.205        0.418     0.46995     0.00000
 425    282.925      201.555          56.468        1.991        63757.4          467.5    0.8141    0.5087      488.26      201.582      -52.824        0.616     0.47559     0.00000
 426    282.385      201.294          54.758        1.052        63557.5          467.2    0.8138    0.5054      487.45      201.298      -53.274        0.304     0.47436     0.00000
 427    281.253      200.700          50.763        0.375        62889.9          466.0    0.8205    0.5016      485.76      200.701      -53.914        0.108     0.47059     0.00000
 428    277.102      198.514          46.912        0.894        62641.9          465.1    0.8251    0.4940      484.17      198.516      -54.682        0.261     0.46963     0.00000
 429    273.564      196.652          43.789        0.679        62598.1          464.4    0.8283    0.4871      482.93      196.654      -55.336        0.192     0.46993     0.00000
 430    271.224      195.421          41.275        0.428        62424.7          463.5    0.8316    0.4822      481.60      195.422      -55.831        0.123     0.46949     0.00000
 431    268.563      194.021          39.338        0.143        62333.2          462.9    0.8337    0.4775      480.56      194.021      -56.256        0.039     0.46944     0.00000
 432    264.542      191.904          38.617       -0.159        62316.4          462.6    0.8322    0.4719      479.83      191.905      -56.649       -0.051     0.46960     0.00000
 433    260.063      189.545          37.529       -0.484        62368.4          462.5    0.8310    0.4656      479.23      189.546      -57.116       -0.146     0.47012     0.00000
 434    259.046      189.008          38.221        0.008        62115.6          461.9    0.8295    0.4654      478.64      189.011      -57.198       -0.028     0.46877     0.00000
