Span station K = 19

J    %dVm      Vx(m/s)     Vtheta(m/s)   Vr(m/s)      Pstat(Pa)    Mrel      T0(K)      Vm(m/s)     Swirl(deg)  Pitch(deg)  Density
 267     91.303      183.853          47.530      -20.786       114546.6    0.6686      590.14      187.537      -53.304       -9.228     0.69858
 268     93.922      186.333          51.871      -19.371       113859.9    0.6672      589.72      190.105      -52.653       -9.095     0.69578
 269     96.732      188.982          57.387      -17.831       113102.4    0.6649      589.32      192.860      -51.865       -8.964     0.69264
 270     98.805      190.901          63.546      -16.193       112330.0    0.6610      588.78      194.892      -51.053       -8.808     0.68945
 271    100.842      192.737          69.721      -14.507       111636.2    0.6574      588.33      196.889      -50.220       -8.670     0.68673
 272    104.031      195.710          77.303      -12.732       110580.7    0.6547      587.88      200.015      -49.103       -8.508     0.68219
 273    106.722      198.210          86.550      -10.857       109364.8    0.6499      587.29      202.653      -47.796       -8.292     0.67682
 274    108.402      199.699          95.870       -8.907       108320.9    0.6439      586.74      204.300      -46.500       -8.043     0.67237
 275    109.734      200.826         105.786       -6.924       107213.3    0.6373      586.17      205.606      -45.103       -7.782     0.66759
 276    110.943      201.845         116.525       -4.939       105987.9    0.6304      585.64      206.791      -43.530       -7.466     0.66214
 277    111.585      202.269         127.686       -2.933       104691.5    0.6229      585.13      207.421      -41.855       -7.124     0.65620
 278    111.347      201.794         138.899       -0.911       103462.6    0.6141      584.65      207.187      -40.137       -6.741     0.65054
 279    110.700      200.913         149.962        1.109       102262.2    0.6051      584.23      206.553      -38.372       -6.314     0.64497
 280    109.570      199.509         161.147        3.117       101005.6    0.5957      583.82      205.445      -36.522       -5.859     0.63900
 281    108.153      197.782         172.270        5.047        99762.2    0.5863      583.46      204.056      -34.600       -5.385     0.63308
 282    106.522      195.822         183.378        6.918        98442.5    0.5769      583.03      202.457      -32.591       -4.878     0.62675
 283    104.814      193.749         194.621        8.709        97073.1    0.5678      582.68      200.783      -30.459       -4.345     0.62007
 284    103.051      191.597         205.872       10.415        95652.5    0.5590      582.37      199.054      -28.233       -3.792     0.61306
 285    101.312      189.453         217.117       12.056        94181.7    0.5506      582.10      197.349      -25.900       -3.197     0.60574
 286     99.606      187.334         228.213       13.501        92678.7    0.5426      581.94      195.677      -23.497       -2.618     0.59816
 287     97.785      185.063         238.980       14.867        91154.7    0.5347      581.76      193.892      -21.075       -2.013     0.59039
 288     96.284      183.106         249.340       16.186        89675.3    0.5276      581.67      192.421      -18.639       -1.401     0.58287
 289     94.850      181.236         259.811       17.327        88114.1    0.5210      581.59      191.015      -16.073       -0.805     0.57485
 290     93.495      179.437         270.812       18.498        86438.5    0.5158      581.58      189.686      -13.305       -0.177     0.56619
 291     92.280      177.787         281.372       19.665        84746.0    0.5117      581.60      188.495      -10.613        0.479     0.55738
 292     90.040      175.171         288.757       20.397        83313.4    0.5042      581.37      186.300       -8.698        1.178     0.54972
 293     85.966      170.746         290.667       20.600        82658.6    0.4904      581.08      182.306       -8.090        2.035     0.54592
 294     80.425      164.806         288.909       20.460        82841.7    0.4725      580.96      176.874       -8.268        3.060     0.54652
 295     75.122      159.149         287.694       20.265        83389.9    0.4544      581.13      171.675       -8.150        4.041     0.54922
 296     71.197      154.922         288.909       20.298        83653.8    0.4384      581.22      167.828       -7.223        4.906     0.55067
 297     68.702      152.212         291.852       20.510        83523.7    0.4263      581.27      165.381       -5.754        5.655     0.55015
 298     66.821      150.209         295.208       20.690        83098.8    0.4171      581.17      163.538       -4.278        6.364     0.54805
 299     65.890      149.199         298.287       20.951        82643.5    0.4113      581.13      162.625       -2.871        7.092     0.54576
 300     65.459      148.745         301.158       21.231        82232.5    0.4072      581.08      162.203       -1.571        7.609     0.54377
 301     65.256      148.566         304.236       21.486        81813.1    0.4038      581.12      162.003       -0.259        8.069     0.54167
 302     65.040      148.386         307.266       21.691        81267.5    0.4009      581.02      161.792        1.004        8.455     0.53891
 303     65.105      148.507         310.063       21.895        80828.7    0.3991      581.08      161.855        2.192        8.814     0.53664
 304     64.770      148.229         312.500       22.026        80293.1    0.3972      580.90      161.527        3.163        9.105     0.53386
 305     64.912      148.524         314.846       22.038        79964.0    0.3967      581.09      161.666        4.153        9.352     0.53210
 306     64.459      148.253         316.483       22.061        79418.0    0.3958      580.83      161.221        4.785        9.604     0.52915
 307     65.548      149.426         320.403       22.355        79244.5    0.3944      581.54      162.290        6.328        9.873     0.52818
 308     66.547      150.212         321.368       22.220        78879.7    0.3932      580.94      163.269        7.044       10.048     0.52655
 309     60.725      144.493         318.585       22.211        79918.2    0.3810      581.03      157.561        5.877        9.949     0.53172
 310     54.962      138.257         311.953       23.371        81000.0    0.3761      581.15      151.912        2.871       10.780     0.53645
 311     51.885      135.041         307.141       23.263        81894.7    0.3771      581.11      148.895        1.145       10.600     0.54082
 312     56.181      140.063         311.781       20.859        82008.4    0.3808      581.21      153.107        3.824        9.078     0.54269
 313     61.066      145.752         318.957       17.888        80874.5    0.3853      579.77      157.896        6.991        7.710     0.53892
 314     62.789      148.120         324.911       15.519        80467.2    0.3854      579.33      159.584        9.318        6.654     0.53827
 315     65.533      151.474         330.252       13.497        79696.1    0.3902      578.72      162.275       11.388        5.919     0.53548
 316     66.920      153.327         335.035       11.611        79122.2    0.3931      578.34      163.634       13.192        5.205     0.53347
 317     68.776      155.665         339.692        9.870        78443.2    0.3982      577.97      165.454       14.863        4.588     0.53083
 318     69.808      157.066         343.624        8.139        77878.4    0.4016      577.60      166.465       16.270        3.947     0.52863
 319     70.738      158.421         347.513        6.578        77354.0    0.4053      577.35      167.377       17.608        3.363     0.52659
 320     70.847      158.783         350.165        4.714        76953.0    0.4068      576.89      167.484       18.584        2.634     0.52511
 321     70.291      158.651         353.016        3.388        76738.3    0.4072      576.76      166.939       19.626        2.052     0.52456
 322     69.531      157.991         353.515        1.272        76345.9    0.4056      576.13      166.194       19.976        1.181     0.52253
 323     44.514      139.598         365.573       24.137        78364.7    0.3559      583.51      141.670       26.457        9.669     0.52853
 324     41.701      138.734         365.028        7.023        78443.5    0.3497      583.34      138.911       26.730        2.894     0.52872
 325     26.775      124.152         368.331        5.319        78996.5    0.3256      584.05      124.280       30.839        2.413     0.53134
 326     24.810      122.222         369.566        5.166        79214.4    0.3238      584.58      122.353       31.690        2.361     0.53251
 327     23.522      120.957         370.888        4.945        79033.1    0.3236      584.62      121.090       32.425        2.262     0.53161
 328     21.781      119.245         372.419        4.713        79164.2    0.3230      585.14      119.384       33.352        2.158     0.53235
 329     20.320      117.809         374.060        4.379        78978.9    0.3234      585.29      117.952       34.266        1.989     0.53145
 330     18.737      116.250         375.800        3.976        79051.6    0.3238      585.84      116.400       35.240        1.772     0.53189
 331     17.181      114.714         377.666        3.496        78892.7    0.3249      586.15      114.874       36.263        1.497     0.53109
 332     15.694      113.238         379.563        2.962        78961.2    0.3263      586.81      113.417       37.256        1.171     0.53150
 333     14.064      111.613         381.556        2.384        78775.8    0.3280      587.16      111.819       38.337        0.797     0.53057
 334     12.589      110.128         383.660        1.758        78763.3    0.3304      587.79      110.373       39.379        0.356     0.53058
 335     10.835      108.353         385.922        1.069        78498.9    0.3333      588.15      108.653       40.568       -0.184     0.52925
 336      9.420      106.888         388.222        0.341        78433.9    0.3370      588.82      107.266       41.617       -0.819     0.52901
 337      7.715      105.102         390.707       -0.481        78145.2    0.3412      589.29      105.595       42.806       -1.657     0.52756
 338      6.487      103.741         393.098       -1.294        78053.9    0.3461      589.99      104.391       43.762       -2.616     0.52722
 339      4.853      101.893         395.762       -2.213        77685.2    0.3517      590.47      102.789       44.916       -3.998     0.52537
 340      3.803      100.469         398.510       -3.187        77475.3    0.3585      591.18      101.760       45.813       -5.881     0.52445
 341      2.592       98.450         401.652       -4.338        76951.4    0.3665      591.67      100.572       46.828       -8.924     0.52185
 342      3.347       97.137         405.377       -5.583        76616.9    0.3772      592.62      101.313       47.016      -11.006     0.52039
 343      5.937       95.345         409.840       -7.077        75956.7    0.3903      593.48      103.851       46.618      -10.865     0.51720
 344      9.611       94.153         407.571       -7.242        75252.6    0.3896      591.99      107.453       45.180       -8.114     0.51336
 345     23.571      110.618         393.520       -4.880        75619.1    0.3774      589.29      121.139       39.523       -3.156     0.51463
 346     30.862      119.750         384.179       -3.229        75250.6    0.3710      585.97      128.286       35.072        0.956     0.51311
 347     33.939      124.916         380.232       -2.558        75362.0    0.3696      585.55      131.303       33.530        1.995     0.51344
 348     37.663      130.443         374.946       -1.707        75231.1    0.3679      584.12      134.953       31.196        2.559     0.51256
 349     36.930      131.987         370.263       -0.952        75463.3    0.3601      582.92      134.235       29.881        3.743     0.51383
 350     39.357      135.620         367.225       -0.574        75314.7    0.3607      582.07      136.614       27.152        4.828     0.51307
 351     42.549      139.119         364.847       -0.324        75082.9    0.3648      581.34      139.743       19.966        3.344     0.51190
 352     47.643      144.150         362.925       -0.163        74734.4    0.3741      580.90      144.737       16.176        2.794     0.51003
 353     53.841      150.285         359.725        0.149        74340.5    0.3837      580.08      150.813       13.776        2.450     0.50789
 354     56.118      152.585         354.485        0.889        74321.7    0.3832      578.54      153.045       11.920        2.348     0.50772
 355     56.977      153.463         350.655        1.461        74512.6    0.3820      577.63      153.887       10.667        2.266     0.50881
 356     60.492      156.921         348.277        1.742        74245.4    0.3886      576.93      157.333        9.284        2.248     0.50740
 357     64.933      161.293         345.065        2.115        73950.2    0.3963      576.10      161.687        7.760        2.278     0.50582
 358     67.747      164.078         340.523        2.709        73786.0    0.3994      574.81      164.445        6.174        2.328     0.50489
 359     68.951      165.278         336.592        3.265        73840.6    0.3998      573.80      165.626        5.007        2.336     0.50523
 360     72.366      168.633         333.759        3.605        73606.5    0.4063      573.09      168.973        3.909        2.317     0.50398
 361     76.606      172.800         329.637        4.082        73273.0    0.4138      571.99      173.130        2.538        2.349     0.50215
 362     77.971      174.149         324.682        4.760        73225.6    0.4145      570.59      174.468        1.193        2.423     0.50188
 363     80.247      176.380         321.222        5.239        73169.6    0.4186      569.81      176.699        0.178        2.455     0.50165
 364     84.678      180.722         316.868        5.740        72744.2    0.4275      568.61      181.043       -1.208        2.499     0.49931
 365     86.862      182.862         311.571        6.418        72582.3    0.4309      567.15      183.184       -2.547        2.578     0.49843
 366     89.425      185.367         306.916        7.018        72451.8    0.4358      566.06      185.696       -3.772        2.630     0.49774
 367     92.317      188.191         301.443        7.687        72152.5    0.4416      564.53      188.531       -5.154        2.712     0.49609
 368     94.507      190.324         296.082        8.381        72016.5    0.4461      563.22      190.678       -6.425        2.794     0.49536
 369     97.241      192.985         290.410        9.108        71750.5    0.4523      561.75      193.358       -7.803        2.889     0.49390
 370     99.448      195.124         284.165        9.932        71515.1    0.4577      560.11      195.522       -9.243        3.012     0.49260
 371    101.682      197.285         278.181       10.703        71293.1    0.4635      558.61      197.712      -10.586        3.113     0.49140
 372    104.343      199.862         271.511       11.459        70963.6    0.4709      556.87      200.321      -12.067        3.211     0.48959
 373    106.724      202.157         264.300       12.267        70632.6    0.4783      555.01      202.655      -13.604        3.325     0.48776
 374    108.788      204.136         256.815       13.108        70312.3    0.4856      553.09      204.679      -15.163        3.444     0.48600
 375    110.820      206.077         248.820       13.974        69959.1    0.4937      551.06      206.670      -16.807        3.573     0.48405
 376    112.992      208.151         240.349       14.851        69534.0    0.5031      548.88      208.800      -18.495        3.707     0.48172
 377    115.238      210.292         231.331       15.749        69045.4    0.5137      546.58      211.002      -20.239        3.848     0.47902
 378    117.286      212.233         221.606       16.686        68487.1    0.5252      544.09      213.009      -22.084        4.009     0.47591
 379    118.971      213.812         211.592       17.633        67909.0    0.5371      541.51      214.660      -23.931        4.184     0.47271
 380    120.557      215.291         201.395       18.570        67288.3    0.5497      538.89      216.216      -25.759        4.358     0.46929
 381    121.864      216.494         190.892       19.481        66601.5    0.5631      536.15      217.497      -27.603        4.537     0.46546
 382    122.785      217.315         180.434       20.372        65898.1    0.5765      533.44      218.400      -29.395        4.725     0.46154
 383    123.294      217.728         170.098       21.260        65203.2    0.5897      530.79      218.899      -31.158        4.927     0.45763
 384    123.353      217.696         160.057       22.125        64498.7    0.6024      528.18      218.956      -32.838        5.141     0.45366
 385    123.066      217.324         150.528       22.946        63830.6    0.6144      525.73      218.676      -34.429        5.360     0.44990
 386    122.475      216.651         141.335       23.734        63163.7    0.6260      523.36      218.096      -35.959        5.584     0.44613
 387    121.538      215.641         132.465       24.448        62513.9    0.6370      521.08      217.177      -37.455        5.805     0.44245
 388    120.234      214.272         124.197       25.093        61892.1    0.6469      518.96      215.899      -38.855        6.030     0.43889
 389    118.358      212.337         116.617       25.721        61323.0    0.6552      517.00      214.060      -40.214        6.275     0.43564
 390    115.892      209.819         109.760       26.335        60846.1    0.6617      515.26      211.642      -41.543        6.560     0.43286
 391    112.810      206.699         103.904       26.871        60425.6    0.6658      513.71      208.621      -42.808        6.864     0.43040
 392    109.496      203.353          98.804       27.295        60157.5    0.6685      512.51      205.372      -44.035        7.159     0.42877
 393    105.889      199.724          95.138       27.623        59907.5    0.6686      511.50      201.836      -45.053        7.454     0.42725
 394    101.257      195.092          91.962       27.890        59805.7    0.6665      510.65      197.296      -46.222        7.774     0.42655
 395     97.497      191.319          88.161       28.137        59686.1    0.6670      509.81      193.610      -47.422        8.085     0.42573
 396     94.695      188.480          85.378       28.396        59393.4    0.6677      508.94      190.862      -48.271        8.400     0.42399
 397     91.053      184.815          83.550       28.622        59329.5    0.6655      508.48      187.293      -49.130        8.749     0.42347
 398     87.344      181.087          82.032       28.803        59296.0    0.6628      508.11      183.656      -49.978        9.096     0.42311
 399     83.859      177.584          80.796       28.956        59262.7    0.6599      507.79      180.240      -50.754        9.435     0.42275
 400     80.490      174.191          79.811       29.111        59252.1    0.6569      507.54      176.938      -51.489        9.788     0.42253
 401     77.351      171.025          79.167       29.242        59268.0    0.6536      507.39      173.860      -52.135       10.132     0.42245
 402     74.229      167.876          78.765       29.377        59320.3    0.6499      507.31      170.800      -52.745       10.479     0.42258
 403     71.229      164.851          78.579       29.476        59394.2    0.6460      507.28      167.859      -53.297       10.815     0.42284
 404     68.221      161.814          78.539       29.577        59482.1    0.6419      507.25      164.910      -53.833       11.144     0.42320
 405     65.653      159.211          78.413       29.683        59586.4    0.6386      507.28      162.393      -54.296       11.452     0.42364
 406     63.197      156.709          78.363       29.824        59649.4    0.6353      507.24      159.984      -54.722       11.754     0.42387
 407     61.005      154.493          78.365       29.892        59771.7    0.6322      507.32      157.836      -55.087       11.992     0.42444
 408     58.907      152.365          78.390       29.970        59862.5    0.6293      507.33      155.779      -55.467       12.243     0.42485
 409     57.440      150.870          78.458       30.009        60013.7    0.6272      507.48      154.341      -55.690       12.430     0.42563
 410     55.184      148.583          79.487       30.021        60020.9    0.6223      507.33      152.130      -55.975       12.687     0.42565
 411     53.924      147.359          79.669       29.999        60319.9    0.6200      507.70      150.894      -56.000       12.606     0.42721
 412     51.773      145.176          79.993       29.976        60341.7    0.6165      507.47      148.785      -56.491       12.851     0.42731
 413     51.682      145.092          79.083       30.137        60753.9    0.6177      507.78      148.697      -56.354       12.653     0.42963
 414     49.067      142.359          79.349       30.332        60861.5    0.6137      507.65      146.133      -56.939       13.037     0.43009
 415     38.724      131.709          85.335       29.874        61328.1    0.5896      508.65      135.994      -58.509       14.584     0.43221
 416     29.995      122.621          97.228       29.903        62144.7    0.5555      511.64      127.436      -58.138       15.988     0.43599
 417     23.907      116.590         105.088       30.389        62948.7    0.5318      513.97      121.468      -57.237       16.588     0.43995
 418     28.228      121.203         101.434       31.401        63358.2    0.5436      513.87      125.704      -56.326       15.321     0.44241
 419     32.011      125.239          95.143       31.247        62926.4    0.5599      511.66      129.412      -56.658       14.276     0.44064
 420     32.862      126.076          89.811       31.390        62985.2    0.5705      510.76      130.247      -57.539       14.072     0.44115
 421     33.828      127.113          84.625       30.991        62626.5    0.5816      509.22      131.194      -58.217       13.766     0.43945
 422     33.841      126.929          79.154       31.607        62508.6    0.5923      507.94      131.207      -59.161       14.049     0.43918
 423     34.855      127.943          74.204       31.355        62280.5    0.6034      506.49      132.201      -59.671       13.875     0.43837
 424     35.865      128.546          72.068       32.524        62101.2    0.6093      505.46      133.190      -59.643       14.148     0.43800
 425     36.510      129.927          71.277       30.821        62091.3    0.6117      505.03      133.823      -59.588       13.177     0.43818
 426     37.062      130.491          69.000       30.970        62124.5    0.6170      504.51      134.364      -59.741       13.194     0.43866
 427     37.942      131.283          66.920       31.438        62057.2    0.6224      503.87      135.226      -59.778       13.289     0.43864
 428     38.531      131.765          65.241       31.949        62021.1    0.6266      503.43      135.804      -59.847       13.429     0.43866
 429     38.978      132.095          63.805       32.495        61976.5    0.6301      503.03      136.242      -59.921       13.589     0.43860
 430     39.172      132.156          62.545       33.058        61973.4    0.6330      502.74      136.433      -60.033       13.790     0.43874
 431     39.139      132.017          61.369       33.503        61988.0    0.6354      502.47      136.401      -60.180       13.958     0.43897
 432     38.965      131.751          60.351       33.876        62006.2    0.6374      502.20      136.230      -60.337       14.116     0.43922
 433     38.747      131.405          59.284       34.352        62051.3    0.6393      502.02      136.016      -60.508       14.323     0.43958
 434     38.336      130.935          58.477       34.590        62115.5    0.6405      501.83      135.613      -60.683       14.453     0.44008
