Span station K = 6

J    %dVm      Vx(m/s)     Vtheta(m/s)   Vr(m/s)      Pstat(Pa)    Mrel      T0(K)      Vm(m/s)     Swirl(deg)  Pitch(deg)  Density
 264    395.905      201.343         -22.434      -33.486       122028.8    0.7948      570.87      204.545      -56.601       -9.260     0.77424
 265    399.587      202.597         -17.444      -34.980       121840.9    0.7875      572.09      206.064      -56.014       -9.802     0.77155
 266    405.356      204.622         -12.120      -36.547       121594.9    0.7809      573.98      208.443      -55.280      -10.366     0.76763
 267    410.763      206.431          -6.579      -38.208       121375.1    0.7734      575.91      210.673      -54.445      -10.882     0.76375
 268    415.593      208.267           0.233      -38.887       121321.8    0.7643      576.47      212.666      -53.510      -10.986     0.76276
 269    421.670      210.706           7.897      -39.510       120919.3    0.7557      576.05      215.172      -52.451      -11.058     0.76130
 270    426.932      212.929          17.594      -39.648       120589.8    0.7436      575.96      217.343      -51.236      -10.979     0.75991
 271    429.414      214.210          28.208      -38.723       120006.9    0.7291      575.14      218.367      -50.001      -10.607     0.75771
 272    432.208      215.570          38.363      -37.779       119308.6    0.7161      574.50      219.519      -48.738      -10.253     0.75465
 273    433.577      216.352          49.521      -36.434       118701.9    0.7013      574.39      220.084      -47.426       -9.830     0.75158
 274    432.183      215.974          60.719      -35.060       118139.3    0.6859      573.88      219.508      -46.159       -9.490     0.74935
 275    427.917      214.377          72.679      -33.601       117265.6    0.6684      573.06      217.749      -44.912       -9.221     0.74572
 276    425.241      213.453          84.108      -32.089       116310.6    0.6531      572.53      216.645      -43.455       -8.866     0.74140
 277    420.235      211.444          95.881      -30.969       115018.1    0.6367      571.85      214.580      -42.008       -8.907     0.73518
 278    419.509      211.374         108.433      -29.475       114405.6    0.6209      572.48      214.281      -39.945       -8.520     0.73171
 279    411.984      208.178         116.846      -28.620       112683.9    0.6109      571.58      211.177      -38.792       -8.818     0.72289
 280    396.759      201.185         132.130      -28.021       112289.0    0.5847      572.43      204.897      -37.380      -10.008     0.72002
 281    406.359      205.510         149.345      -27.082       110317.7    0.5672      573.15      208.857      -33.273       -8.942     0.70942
 282    410.967      207.332         161.088      -26.596       107672.8    0.5602      572.10      210.758      -30.183       -8.488     0.69638
 283    403.117      203.820         176.247      -25.767       107061.0    0.5419      573.34      207.520      -27.494       -8.569     0.69255
 284    402.626      203.658         192.410      -24.943       104312.7    0.5283      573.17      207.317      -23.715       -8.098     0.67807
 285    398.333      201.806         207.747      -23.939       102196.9    0.5156      573.47      205.547      -20.158       -7.760     0.66664
 286    395.771      200.722         223.162      -22.744        99808.0    0.5064      573.93      204.490      -16.362       -7.314     0.65367
 287    393.462      199.781         238.202      -21.623        97306.6    0.5003      574.26      203.537      -12.520       -6.869     0.64020
 288    389.806      198.239         252.807      -20.496        94796.3    0.4948      574.17      202.029       -8.785       -6.458     0.62697
 289    385.124      196.190         264.672      -19.016        92460.9    0.4890      573.90      200.098       -5.675       -5.826     0.61437
 290    378.563      193.242         272.596      -17.338        90639.0    0.4813      573.39      197.392       -3.546       -5.015     0.60458
 291    367.960      188.615         277.571      -15.936        89610.0    0.4697      572.79      193.018       -2.105       -4.180     0.59922
 292    356.051      183.585         282.208      -14.799        88911.4    0.4567      572.42      188.107       -0.474       -3.374     0.59551
 293    346.021      179.460         288.054      -13.806        88289.4    0.4460      572.26      183.969        1.700       -2.704     0.59253
 294    338.634      176.424         294.735      -12.935        87528.9    0.4388      572.35      180.923        4.124       -2.210     0.58879
 295    333.223      174.138         301.224      -11.848        86571.1    0.4346      572.62      178.691        6.497       -1.703     0.58378
 296    329.048      172.367         307.095      -10.711        85147.1    0.4329      572.11      176.969        8.509       -1.221     0.57640
 297    327.235      171.604         311.448       -9.860        83984.7    0.4333      571.87      176.221        9.876       -0.844     0.57018
 298    323.619      170.127         315.359       -8.943        83016.8    0.4328      571.51      174.730       11.132       -0.436     0.56511
 299    315.962      167.001         319.850       -8.561        81948.9    0.4305      571.04      171.571       12.401        0.149     0.55957
 300    309.950      164.701         322.843       -8.333        81209.2    0.4295      570.79      169.091       13.417        0.518     0.55559
 301    310.761      165.303         324.136       -7.534        81211.8    0.4311      571.13      169.426       14.042        0.556     0.55557
 302    308.609      164.542         325.527       -6.432        81206.6    0.4288      571.13      168.538       14.618        0.685     0.55552
 303    305.757      163.586         326.955       -4.947        81653.9    0.4264      571.76      167.362       15.284        1.056     0.55800
 304    297.947      160.621         326.744       -3.790        81804.7    0.4191      571.36      164.141       15.539        1.408     0.55897
 305    294.793      159.708         324.431       -3.289        82116.4    0.4146      571.08      162.840       15.260        1.307     0.56040
 306    288.708      157.463         321.954       -2.531        82858.7    0.4070      571.06      160.330       14.978        1.143     0.56418
 307    282.336      154.894         324.118       -1.042        83722.9    0.3976      571.48      157.701       15.939        1.460     0.56951
 308    292.308      158.690         322.406       -0.586        83095.9    0.4011      568.20      161.814       16.458        1.819     0.56863
 309    280.636      154.061         314.128        1.407        84104.9    0.3899      566.57      157.000       14.880        1.941     0.57404
 310    257.273      144.754         306.880        4.468        85470.3    0.3728      567.70      147.364       11.929        2.631     0.57857
 311    237.704      137.294         306.675        4.943        86619.2    0.3552      569.57      139.292       10.752        2.557     0.58264
 312    236.602      137.348         314.590        2.331        86801.5    0.3485      570.86      138.838       14.071        1.160     0.58396
 313    243.782      140.610         322.430       -0.175        85291.0    0.3528      569.67      141.799       18.109       -0.028     0.57753
 314    242.848      140.293         327.141       -1.655        85193.5    0.3526      570.00      141.414       20.312       -0.613     0.57762
 315    243.625      140.538         330.121       -3.342        84751.7    0.3539      570.20      141.734       21.552       -1.323     0.57527
 316    241.164      139.505         333.368       -4.160        84258.7    0.3531      570.60      140.719       22.944       -1.652     0.57227
 317    240.080      139.150         336.457       -4.124        84060.2    0.3544      571.05      140.272       24.260       -1.739     0.57131
 318    235.586      137.477         339.460       -3.440        83812.5    0.3530      572.40      138.419       25.557       -1.543     0.56884
 319    229.551      135.175         343.896       -2.079        83489.6    0.3520      573.17      135.929       27.456       -1.059     0.56697
 320    219.491      131.122         346.068       -2.620        82997.3    0.3443      574.56      131.780       29.178       -1.196     0.56222
 321    211.490      128.096         353.821       -1.125        82574.6    0.3473      574.24      128.480       32.433       -0.551     0.56196
 322    202.398      123.872         354.160       -9.191        81595.0    0.3407      573.81      124.729       33.394       -3.970     0.55566
 323    249.759      143.070         356.056      -18.528        82885.6    0.3789      576.36      144.264       30.658       -7.318     0.56392
 324    244.821      142.210         358.191       -2.239        83417.8    0.3779      575.58      142.228       31.644       -0.902     0.56886
 325    224.792      132.194         355.858      -12.108        86038.9    0.3627      573.43      133.966       32.786       -5.943     0.58745
 326    226.835      132.305         363.135      -17.175        82952.4    0.3753      568.87      134.809       34.885       -7.744     0.57453
 327    216.810      127.295         357.087      -19.119        84186.0    0.3589      571.85      130.674       33.875       -9.059     0.57803
 328    207.975      121.770         349.881      -21.309        83689.7    0.3415      578.61      127.030       31.948       -9.774     0.56738
 329    233.733      130.860         341.573      -25.333        83766.7    0.3528      591.39      137.654       27.101      -10.093     0.55730
 330    235.044      131.699         339.119      -26.184        83796.1    0.3518      600.36      138.195       25.155      -10.365     0.55303
 331    248.021      137.074         335.396      -25.466        83259.6    0.3614      612.52      143.547       22.619       -9.786     0.54443
 332    262.889      139.470         336.003      -28.113        85234.7    0.3689      641.71      149.680       20.381       -9.914     0.54472
 333    266.787      130.839         352.434      -34.005        83159.2    0.3720      666.18      151.288       24.777      -10.871     0.52562
 334    297.143      135.332         365.379      -34.486        83510.1    0.4024      682.88      163.809       26.922       -9.500     0.52413
 335    341.770      145.038         366.084      -39.609        78793.9    0.4401      679.32      182.216       23.558       -8.094     0.49918
 336    382.533      156.263         342.772      -40.977        79355.7    0.4534      693.23      199.030       15.551       -6.987     0.48541
 337    409.432      156.499         309.861      -37.906        78232.8    0.4836      713.70      210.124        6.770       -5.451     0.45706
 338    481.911      167.494         319.252      -79.113        78800.4    0.5429      749.76      240.020       11.525      -14.928     0.44051
 339    580.285      192.678         341.905      -96.148        77135.7    0.6118      759.89      280.596       16.213      -17.114     0.43318
 340    578.418      167.139         375.157     -120.069        72997.9    0.6893      731.05      279.826       21.903      -17.507     0.43409
 341    705.405      169.588         313.447     -188.050        74344.7    0.8177      714.11      332.204       12.248      -23.708     0.45870
 342    573.748      159.177         362.124     -115.596        87205.0    0.6504      696.43      277.900       15.365      -17.407     0.57694
 343    593.223       63.620         385.426     -103.951        78387.6    0.7645      681.32      285.933       13.803       -8.159     0.59946
 344    583.594       40.928         345.730      -59.649        81110.4       inf      631.47      281.961       10.874       -9.317     0.61985
 345    561.990      111.892         328.511       -1.322       101437.0       inf      601.87      273.050       13.298        3.181     0.76325
 346    743.438      144.058         352.973       55.917        98796.0       inf      596.27      347.891       12.514        8.019     0.84352
 347    710.642      181.963         347.377       60.946        85969.7       inf      496.49      334.364       13.035        7.332     0.81228
 348    589.936      177.363         416.954       67.913        66283.5       inf      449.29      284.577       22.972        6.084     0.83689
 349    549.848      148.010         421.653       71.177        67937.7       inf      467.12      268.042       24.642        6.293     0.76464
 350    523.246      151.498         442.473       49.436        63654.6       inf      460.43      257.069       29.351        5.838     0.65176
 351    591.928      214.579         344.323       46.316        53221.9       inf      417.62      285.398       14.411        8.958     0.53906
 352    643.965      211.030         247.059       14.618        42993.0       inf      377.44      306.862       -1.222        1.293     0.48034
 353    547.341      152.030         209.535      -27.588        49724.8       inf      408.82      267.008       -7.551       -3.748     0.47028
 354    493.019      105.576         191.791      -55.870        56158.1       inf      465.66      244.601      -13.486      -10.646     0.44957
 355    447.376      118.621         192.069      -97.181        54861.0       inf      501.50      225.775      -14.987      -19.090     0.40638
 356    417.011      145.207         220.533      -96.765        58709.6       inf      545.56      213.251      -10.348      -22.384     0.41516
 357    425.190      164.692         239.291      -81.681        60757.9    0.6025      575.55      216.624      -13.888      -22.095     0.42565
 358    408.399      158.463         243.432      -57.644        64468.2    0.6032      571.02      209.698      -17.954      -10.981     0.46275
 359    419.467      167.618         256.893      -43.295        64716.2    0.5995      573.29      214.264      -13.351       -5.651     0.45946
 360    413.367      174.519         295.045      -48.730        65555.6    0.5767      606.64      211.748       -2.225       -7.805     0.43537
 361    443.627      188.556         334.177      -58.552        66140.3    0.6006      647.53      224.229       10.081      -10.525     0.41473
 362    434.768      186.655         326.690      -54.568        65804.6    0.5783      627.10      220.575        8.954       -5.551     0.41958
 363    408.076      173.799         333.353      -49.104        65494.2    0.5507      603.75      209.565       11.322       -4.471     0.43167
 364    367.199      156.396         339.550      -41.253        66185.5    0.5139      584.51      192.705       16.832       -4.732     0.44943
 365    337.713      147.982         320.722      -32.073        67943.2    0.4606      563.43      180.543       14.015       -5.486     0.47579
 366    311.941      144.906         303.455      -25.786        70558.4    0.4167      548.67      169.913       10.005       -7.153     0.50861
 367    303.411      147.391         288.599      -25.288        72345.6    0.3971      538.00      166.394        5.015       -8.147     0.53261
 368    298.713      147.076         279.918      -23.907        74082.2    0.3890      534.39      164.456        0.510       -7.640     0.54712
 369    289.124      145.733         278.637      -11.532        75254.0    0.3761      533.52      160.501        0.333       -3.837     0.55211
 370    301.956      150.532         274.049        0.087        76007.9    0.3862      533.92      165.794        1.737       -1.602     0.55621
 371    310.566      156.416         265.007        2.225        76700.7    0.3935      533.00      169.346       -0.388       -1.317     0.56589
 372    321.124      163.220         253.685       -1.582        76751.0    0.4115      527.85      173.700       -4.253       -1.004     0.57139
 373    342.540      169.563         242.881       -3.208        76676.2    0.4431      523.57      182.534       -7.746       -0.478     0.57305
 374    352.455      170.964         237.107        0.010        76687.0    0.4554      524.80      186.623       -9.453        0.659     0.57175
 375    354.855      170.125         234.123        1.960        76918.0    0.4533      534.34      187.613      -10.357        0.747     0.56591
 376    351.001      168.425         229.436        2.082        77357.9    0.4480      536.55      186.024      -11.376        0.802     0.56637
 377    344.880      167.487         219.785        2.874        77480.7    0.4465      525.57      183.499      -14.274        1.574     0.56830
 378    355.790      170.575         210.077        4.675        77100.5    0.4681      511.29      187.999      -16.432        2.662     0.57802
 379    370.452      174.442         199.573        9.290        77255.0    0.4976      498.89      194.046      -18.314        3.438     0.59491
 380    380.341      179.764         183.598       12.500        77114.2    0.5186      497.17      198.125      -21.934        3.409     0.59107
 381    397.499      190.072         167.912       11.792        76096.1    0.5445      500.31      205.203      -25.017        2.598     0.57841
 382    403.604      195.300         160.225        8.578        76145.7    0.5544      503.79      207.721      -26.994        1.621     0.57612
 383    390.989      191.070         153.901        7.861        76353.2    0.5542      497.56      202.517      -29.320        1.760     0.57746
 384    379.811      186.270         145.484       10.711        75433.0    0.5597      489.79      197.907      -31.831        2.838     0.57428
 385    380.401      185.706         131.952       15.286        74049.3    0.5800      487.78      198.150      -34.326        4.147     0.56487
 386    388.126      188.201         112.219       22.104        72569.0    0.6140      488.95      201.337      -37.125        5.430     0.55069
 387    399.879      192.895          89.614       30.267        72017.3    0.6566      491.15      206.184      -39.856        7.151     0.54421
 388    410.803      197.426          67.109       36.424        71785.7    0.7027      492.36      210.690      -42.242        8.416     0.53984
 389    421.041      201.109          51.918       39.187        70619.8    0.7381      492.16      214.913      -43.725        8.455     0.52800
 390    433.024      205.426          39.910       40.957        69214.7    0.7654      495.21      219.855      -44.734        8.261     0.51193
 391    445.306      209.815          28.865       41.521        67507.5    0.7884      499.46      224.921      -45.502        7.938     0.49423
 392    458.398      214.917          19.982       40.438        65844.2    0.8090      501.70      230.322      -46.047        7.555     0.48036
 393    469.391      219.545          13.099       37.033        63789.5    0.8252      504.42      234.856      -46.318        6.900     0.46333
 394    469.787      219.648           9.527       34.680        62402.1    0.8347      501.06      235.019      -46.660        6.658     0.45681
 395    464.120      217.507           3.809       34.256        61865.5    0.8431      497.67      232.682      -47.680        6.938     0.45592
 396    463.072      217.466          -3.458       34.415        60881.7    0.8592      494.50      232.249      -48.536        7.336     0.45208
 397    454.252      213.571          -6.575       36.690        60182.8    0.8683      487.10      228.611      -49.260        8.236     0.45465
 398    438.473      206.321         -10.124       38.416        59960.6    0.8662      485.25      222.103      -50.406        9.220     0.45435
 399    426.008      200.226         -13.663       40.324        59706.0    0.8634      486.42      216.962      -51.385       10.278     0.45103
 400    415.057      195.024         -15.605       40.865        59489.2    0.8579      489.06      212.445      -52.109       10.845     0.44672
 401    403.736      190.178         -18.171       39.553        59471.9    0.8528      492.27      207.775      -52.971       10.938     0.44298
 402    393.565      185.850         -21.407       37.147        59466.2    0.8499      495.66      203.580      -53.901       10.734     0.43921
 403    385.579      182.734         -24.533       33.533        59355.3    0.8489      499.57      200.286      -54.618       10.002     0.43464
 404    379.167      180.573         -24.795       31.853        59306.8    0.8471      497.73      197.641      -55.104        9.562     0.43509
 405    372.691      177.999         -24.253       29.769        59145.6    0.8460      492.73      194.970      -55.596        8.841     0.43734
 406    366.648      175.643         -25.456       27.810        59068.5    0.8467      490.82      192.478      -56.088        8.242     0.43821
 407    362.378      174.451         -25.945       27.056        59212.4    0.8449      490.00      190.716      -56.505        8.249     0.43956
 408    357.185      172.638         -26.424       26.739        58925.2    0.8435      488.21      188.574      -56.952        8.386     0.43868
 409    356.600      172.126         -25.167       28.305        58918.6    0.8417      486.81      188.333      -56.884        9.174     0.43966
 410    347.742      167.982         -23.098       28.642        58372.4    0.8329      484.77      184.679      -57.445        9.665     0.43663
 411    349.618      169.958         -20.360       28.612        59122.1    0.8269      487.07      185.453      -57.128        9.660     0.43968
 412    343.593      167.767         -17.127       29.818        58876.2    0.8177      484.98      182.968      -57.362       10.300     0.43954
 413    343.877      168.217         -23.078       27.650        58399.8    0.8319      482.25      183.085      -58.328        9.556     0.43843
 414    371.405      179.768         -20.335       27.993        57232.6    0.8486      483.85      194.439      -56.655        9.264     0.43013
 415    331.974      163.243          -6.017       32.706        57979.2    0.7971      492.19      178.175      -55.617       10.470     0.42619
 416    268.779      136.678          -0.139       32.653        62197.4    0.7337      503.92      152.110      -58.236       12.505     0.44202
 417    226.013      116.956           3.026       31.500        64292.1    0.6992      508.09      134.470      -63.572       15.842     0.45067
 418    223.403      116.675           4.125       29.032        63354.8    0.6947      507.02      133.393      -63.464       15.111     0.44488
 419    241.047      128.425           2.902       28.324        62473.2    0.7054      505.87      140.671      -61.865       12.839     0.44018
 420    256.274      137.673          -1.055       25.239        63057.4    0.7197      508.44      146.952      -61.129       10.188     0.44266
 421    274.017      146.725         -10.085       23.939        62968.9    0.7412      515.61      154.270      -60.838        8.362     0.43686
 422    281.542      150.662         -16.258       23.842        63186.9    0.7584      514.58      157.374      -61.068        7.922     0.43950
 423    289.271      154.707         -22.155       22.193        62787.0    0.7711      518.26      160.562      -61.198        6.145     0.43408
 424    302.473      158.924         -25.679       23.191        63247.6    0.7825      521.64      166.007      -60.652        5.733     0.43664
 425    295.685      157.718         -36.104       24.131        63451.8    0.7990      516.19      163.207      -62.166        6.330     0.44079
 426    296.125      158.797         -41.675       23.332        63017.3    0.8116      512.61      163.389      -62.621        6.219     0.44078
 427    295.985      159.121         -46.376       22.573        62852.0    0.8229      508.33      163.331      -62.948        6.093     0.44332
 428    296.857      159.674         -48.687       21.502        62602.4    0.8293      505.83      163.691      -63.035        5.773     0.44365
 429    294.784      158.907         -50.798       20.596        62520.6    0.8330      504.35      162.836      -63.270        5.639     0.44410
 430    292.862      158.154         -52.690       19.405        62307.2    0.8369      502.48      162.043      -63.491        5.406     0.44402
 431    291.647      157.795         -52.911       18.394        62199.6    0.8366      502.07      161.542      -63.549        5.240     0.44340
 432    289.601      157.190         -52.172       17.314        62240.2    0.8337      502.13      160.698      -63.591        5.082     0.44336
 433    287.842      156.747         -50.847       15.852        62277.4    0.8295      502.54      159.973      -63.575        4.779     0.44297
 434    287.009      156.699         -49.107       14.630        62383.4    0.8250      502.92      159.629      -63.488        4.491     0.44318
